epoch,val_loss,val_f,test_loss,test_f
1,0.389769,0.884639943368,0.110583446404,0.366334,0.891309791106,0.0801905518063,
2,0.328276,0.90086944827,0.375359815774,0.312862,0.90713926931,0.332539952397,
3,0.324536,0.908089491302,0.459820212476,0.306601,0.913158929887,0.42210730446,
4,0.298272,0.913664563265,0.532359607152,0.284565,0.918377442516,0.506253722454,
5,0.290017,0.916520776618,0.584600294262,0.276105,0.920450318938,0.5359859567,
6,0.287921,0.919016530332,0.596735477676,0.27441,0.922088000166,0.551961064987,
7,0.285435,0.916391115397,0.581916728258,0.272368,0.918946951801,0.530432225816,
8,0.278258,0.923330199202,0.639393242933,0.267802,0.924807830856,0.604246053348,
9,0.284448,0.920717674223,0.620118343195,0.267723,0.925571054056,0.594413407821,
10,0.275119,0.924205372519,0.653370013755,0.263919,0.92588218766,0.629195524774,
11,0.286737,0.923151753207,0.650635208711,0.267643,0.927663309761,0.62325080732,
12,0.28635,0.923606098355,0.643220731143,0.271315,0.927549892667,0.61961852861,
13,0.292529,0.924708683963,0.664545454545,0.276534,0.927600530401,0.6283566058,
14,0.285672,0.92384478034,0.660754888586,0.273053,0.926546082032,0.641909814324,
15,0.301447,0.923791564049,0.674725766734,0.284228,0.926952014108,0.646517739816,
16,0.312591,0.918024121826,0.666223698782,0.300382,0.92243623948,0.6404990902,
17,0.298494,0.921569900192,0.666066606661,0.280663,0.926632583794,0.643139320516,
18,0.318237,0.925761971079,0.683787405092,0.29616,0.928416414607,0.64948724691,
19,0.300711,0.926272988037,0.684222075927,0.282613,0.929604442838,0.658926728586,
20,0.308028,0.926776704547,0.68058914047,0.286208,0.930869015392,0.653895935801,
21,0.317298,0.926296287081,0.687951016838,0.301271,0.929990156985,0.664965552437,
22,0.312829,0.92693517736,0.680784663397,0.295209,0.929215153274,0.638004246285,
23,0.348888,0.925220310722,0.676756268353,0.32322,0.92829414756,0.649371489703,
24,0.316186,0.925947380603,0.68043956044,0.291291,0.93052822183,0.653485952133,
25,0.321026,0.927329124031,0.693654266958,0.30524,0.930326806767,0.671219018715,
26,0.329289,0.925718525234,0.693617021277,0.308216,0.929786794491,0.670704012112,
27,0.346617,0.924276685553,0.683410442829,0.322722,0.928399127333,0.652376033058,
28,0.330018,0.926282785978,0.696397941681,0.31521,0.930081605285,0.667338201964,
29,0.350093,0.925786343103,0.678176184152,0.330486,0.929819347961,0.653976531943,
30,0.352435,0.925437937934,0.680509042197,0.331968,0.929411900857,0.648520084567,
31,0.341251,0.924970525635,0.683145109738,0.32617,0.928152138306,0.662185710729,
32,0.350417,0.927285643877,0.692425905598,0.319709,0.932122305112,0.669912865197,
33,0.360456,0.925967185759,0.688289072704,0.336375,0.929255570377,0.661888917328,
34,0.357999,0.926177124661,0.69235737352,0.334092,0.929941313537,0.677240684794,
35,0.350895,0.926952798322,0.689263157895,0.332285,0.930147730952,0.674274373605,
36,0.361349,0.925570618776,0.690677966102,0.337212,0.930005417973,0.664506480558,
37,0.37741,0.924716824539,0.676731793961,0.350091,0.928648909559,0.657276995305,
38,0.388775,0.925754417923,0.669059905766,0.354026,0.93011021959,0.640274478754,
39,0.369182,0.925131707513,0.688841201717,0.347392,0.929617619635,0.667834793492,
40,0.365967,0.925038611645,0.683080808081,0.3429,0.928362813623,0.664544564153,
41,0.373542,0.923490750031,0.68832781457,0.354498,0.925799927551,0.664593301435,
42,0.380703,0.925878746635,0.69445026178,0.35453,0.928954217247,0.679418886199,
43,0.388657,0.927088961184,0.695763799743,0.356673,0.930655805084,0.679587213692,
